"Sample_ID","sample_type","loc.asv","ASV","reads","extraction_ID","pcr_replicate","alt_ID","tank_ID","station_ID","combined_column"
"e02496-C","sample","14.ASV14","ASV14",0,"e02496","C","234","14",NA,"14"
"e02496-C","sample","14.ASV16","ASV16",607,"e02496","C","234","14",NA,"14"
"e02496-C","sample","14.ASV22","ASV22",0,"e02496","C","234","14",NA,"14"
"e02497-C","sample","14.ASV1","ASV1",36594,"e02497","C","272","14",NA,"14"
"e02497-C","sample","14.ASV2","ASV2",539,"e02497","C","272","14",NA,"14"
"e02497-C","sample","14.ASV9","ASV9",0,"e02497","C","272","14",NA,"14"
"e02497-C","sample","14.ASV14","ASV14",127,"e02497","C","272","14",NA,"14"
"e02497-C","sample","14.ASV16","ASV16",1157,"e02497","C","272","14",NA,"14"
"e02497-C","sample","14.ASV22","ASV22",696,"e02497","C","272","14",NA,"14"
"e02498-C","sample","14.ASV1","ASV1",31333,"e02498","C","150","14",NA,"14"
"e02498-C","sample","14.ASV2","ASV2",86,"e02498","C","150","14",NA,"14"
"e02498-C","sample","14.ASV9","ASV9",38,"e02498","C","150","14",NA,"14"
"e02498-C","sample","14.ASV14","ASV14",0,"e02498","C","150","14",NA,"14"
"e02498-C","sample","14.ASV16","ASV16",0,"e02498","C","150","14",NA,"14"
"e02498-C","sample","14.ASV22","ASV22",0,"e02498","C","150","14",NA,"14"
"e02362-A","sample","2.ASV1","ASV1",4197,"e02362","A","435","2",NA,"2"
"e02362-A","sample","2.ASV3","ASV3",917,"e02362","A","435","2",NA,"2"
"e02362-A","sample","2.ASV4","ASV4",21603,"e02362","A","435","2",NA,"2"
"e02362-A","sample","2.ASV6","ASV6",1583,"e02362","A","435","2",NA,"2"
"e02362-A","sample","2.ASV13","ASV13",2,"e02362","A","435","2",NA,"2"
"e02362-A","sample","2.ASV37","ASV37",0,"e02362","A","435","2",NA,"2"
"e02363-A","sample","2.ASV1","ASV1",3222,"e02363","A","393","2",NA,"2"
"e02363-A","sample","2.ASV3","ASV3",1177,"e02363","A","393","2",NA,"2"
"e02363-A","sample","2.ASV4","ASV4",24024,"e02363","A","393","2",NA,"2"
"e02363-A","sample","2.ASV6","ASV6",2844,"e02363","A","393","2",NA,"2"
"e02363-A","sample","2.ASV13","ASV13",22,"e02363","A","393","2",NA,"2"
"e02363-A","sample","2.ASV37","ASV37",0,"e02363","A","393","2",NA,"2"
"e02366-A","sample","2.ASV1","ASV1",6264,"e02366","A","446","2",NA,"2"
"e02366-A","sample","2.ASV3","ASV3",985,"e02366","A","446","2",NA,"2"
"e02366-A","sample","2.ASV4","ASV4",19928,"e02366","A","446","2",NA,"2"
"e02366-A","sample","2.ASV6","ASV6",1921,"e02366","A","446","2",NA,"2"
"e02366-A","sample","2.ASV13","ASV13",3,"e02366","A","446","2",NA,"2"
"e02366-A","sample","2.ASV37","ASV37",0,"e02366","A","446","2",NA,"2"
"e02362-B","sample","2.ASV1","ASV1",5358,"e02362","B","435","2",NA,"2"
"e02362-B","sample","2.ASV3","ASV3",772,"e02362","B","435","2",NA,"2"
"e02362-B","sample","2.ASV4","ASV4",25224,"e02362","B","435","2",NA,"2"
"e02362-B","sample","2.ASV6","ASV6",1658,"e02362","B","435","2",NA,"2"
"e02362-B","sample","2.ASV13","ASV13",2,"e02362","B","435","2",NA,"2"
"e02362-B","sample","2.ASV37","ASV37",0,"e02362","B","435","2",NA,"2"
"e02363-B","sample","2.ASV1","ASV1",3130,"e02363","B","393","2",NA,"2"
"e02363-B","sample","2.ASV3","ASV3",788,"e02363","B","393","2",NA,"2"
"e02363-B","sample","2.ASV4","ASV4",20471,"e02363","B","393","2",NA,"2"
"e02363-B","sample","2.ASV6","ASV6",1493,"e02363","B","393","2",NA,"2"
"e02363-B","sample","2.ASV13","ASV13",8,"e02363","B","393","2",NA,"2"
"e02363-B","sample","2.ASV37","ASV37",0,"e02363","B","393","2",NA,"2"
"e02366-B","sample","2.ASV1","ASV1",8401,"e02366","B","446","2",NA,"2"
"e02366-B","sample","2.ASV3","ASV3",675,"e02366","B","446","2",NA,"2"
"e02366-B","sample","2.ASV4","ASV4",27916,"e02366","B","446","2",NA,"2"
"e02366-B","sample","2.ASV6","ASV6",1928,"e02366","B","446","2",NA,"2"
"e02366-B","sample","2.ASV13","ASV13",4,"e02366","B","446","2",NA,"2"
"e02366-B","sample","2.ASV37","ASV37",404,"e02366","B","446","2",NA,"2"
"e02362-C","sample","2.ASV1","ASV1",6281,"e02362","C","435","2",NA,"2"
"e02362-C","sample","2.ASV3","ASV3",882,"e02362","C","435","2",NA,"2"
"e02362-C","sample","2.ASV4","ASV4",30106,"e02362","C","435","2",NA,"2"
"e02362-C","sample","2.ASV6","ASV6",2380,"e02362","C","435","2",NA,"2"
"e02362-C","sample","2.ASV13","ASV13",8,"e02362","C","435","2",NA,"2"
"e02362-C","sample","2.ASV37","ASV37",0,"e02362","C","435","2",NA,"2"
"e02363-C","sample","2.ASV1","ASV1",3039,"e02363","C","393","2",NA,"2"
"e02363-C","sample","2.ASV3","ASV3",751,"e02363","C","393","2",NA,"2"
"e02363-C","sample","2.ASV4","ASV4",25678,"e02363","C","393","2",NA,"2"
"e02363-C","sample","2.ASV6","ASV6",2315,"e02363","C","393","2",NA,"2"
"e02363-C","sample","2.ASV13","ASV13",4,"e02363","C","393","2",NA,"2"
"e02363-C","sample","2.ASV37","ASV37",0,"e02363","C","393","2",NA,"2"
"e02366-C","sample","2.ASV1","ASV1",7540,"e02366","C","446","2",NA,"2"
"e02366-C","sample","2.ASV3","ASV3",353,"e02366","C","446","2",NA,"2"
"e02366-C","sample","2.ASV4","ASV4",28056,"e02366","C","446","2",NA,"2"
"e02366-C","sample","2.ASV6","ASV6",2173,"e02366","C","446","2",NA,"2"
"e02366-C","sample","2.ASV13","ASV13",3,"e02366","C","446","2",NA,"2"
"e02366-C","sample","2.ASV37","ASV37",436,"e02366","C","446","2",NA,"2"
"e02490-A","sample","22.ASV1","ASV1",0,"e02490","A","109","22",NA,"22"
"e02490-A","sample","22.ASV3","ASV3",22227,"e02490","A","109","22",NA,"22"
"e02490-A","sample","22.ASV8","ASV8",1110,"e02490","A","109","22",NA,"22"
"e02491-A","sample","22.ASV1","ASV1",244,"e02491","A","14","22",NA,"22"
"e02491-A","sample","22.ASV3","ASV3",28190,"e02491","A","14","22",NA,"22"
"e02491-A","sample","22.ASV8","ASV8",1275,"e02491","A","14","22",NA,"22"
"e02492-A","sample","22.ASV1","ASV1",0,"e02492","A","65","22",NA,"22"
"e02492-A","sample","22.ASV3","ASV3",22230,"e02492","A","65","22",NA,"22"
"e02492-A","sample","22.ASV8","ASV8",1009,"e02492","A","65","22",NA,"22"
"e02490-B","sample","22.ASV1","ASV1",0,"e02490","B","109","22",NA,"22"
"e02490-B","sample","22.ASV3","ASV3",43590,"e02490","B","109","22",NA,"22"
"e02490-B","sample","22.ASV8","ASV8",2506,"e02490","B","109","22",NA,"22"
"e02491-B","sample","22.ASV1","ASV1",410,"e02491","B","14","22",NA,"22"
"e02491-B","sample","22.ASV3","ASV3",61292,"e02491","B","14","22",NA,"22"
"e02491-B","sample","22.ASV8","ASV8",3164,"e02491","B","14","22",NA,"22"
"e02492-B","sample","22.ASV1","ASV1",0,"e02492","B","65","22",NA,"22"
"e02492-B","sample","22.ASV3","ASV3",42007,"e02492","B","65","22",NA,"22"
"e02492-B","sample","22.ASV8","ASV8",2689,"e02492","B","65","22",NA,"22"
"e02490-C","sample","22.ASV1","ASV1",9,"e02490","C","109","22",NA,"22"
"e02490-C","sample","22.ASV3","ASV3",48352,"e02490","C","109","22",NA,"22"
"e02490-C","sample","22.ASV8","ASV8",3465,"e02490","C","109","22",NA,"22"
"e02491-C","sample","22.ASV1","ASV1",457,"e02491","C","14","22",NA,"22"
"e02491-C","sample","22.ASV3","ASV3",57528,"e02491","C","14","22",NA,"22"
"e02491-C","sample","22.ASV8","ASV8",2796,"e02491","C","14","22",NA,"22"
"e02492-C","sample","22.ASV1","ASV1",0,"e02492","C","65","22",NA,"22"
"e02492-C","sample","22.ASV3","ASV3",50489,"e02492","C","65","22",NA,"22"
"e02492-C","sample","22.ASV8","ASV8",1948,"e02492","C","65","22",NA,"22"
"e02474-A","sample","38.ASV3","ASV3",7971,"e02474","A","304","38",NA,"38"
"e02474-A","sample","38.ASV6","ASV6",8172,"e02474","A","304","38",NA,"38"
"e02474-A","sample","38.ASV8","ASV8",0,"e02474","A","304","38",NA,"38"
"e02474-A","sample","38.ASV13","ASV13",175,"e02474","A","304","38",NA,"38"
"e02474-B","sample","38.ASV3","ASV3",37967,"e02474","B","304","38",NA,"38"
"e02474-B","sample","38.ASV6","ASV6",16789,"e02474","B","304","38",NA,"38"
"e02474-B","sample","38.ASV8","ASV8",830,"e02474","B","304","38",NA,"38"
"e02474-B","sample","38.ASV13","ASV13",218,"e02474","B","304","38",NA,"38"
"e02474-C","sample","38.ASV3","ASV3",7526,"e02474","C","304","38",NA,"38"
"e02474-C","sample","38.ASV6","ASV6",8405,"e02474","C","304","38",NA,"38"
"e02474-C","sample","38.ASV8","ASV8",692,"e02474","C","304","38",NA,"38"
"e02474-C","sample","38.ASV13","ASV13",99,"e02474","C","304","38",NA,"38"
"e02370-A","sample","39.ASV1","ASV1",3448,"e02370","A","81","39",NA,"39"
"e02370-A","sample","39.ASV2","ASV2",4814,"e02370","A","81","39",NA,"39"
"e02370-A","sample","39.ASV3","ASV3",3904,"e02370","A","81","39",NA,"39"
"e02370-A","sample","39.ASV4","ASV4",14106,"e02370","A","81","39",NA,"39"
"e02370-A","sample","39.ASV6","ASV6",2552,"e02370","A","81","39",NA,"39"
"e02370-A","sample","39.ASV8","ASV8",0,"e02370","A","81","39",NA,"39"
"e02370-A","sample","39.ASV11","ASV11",1501,"e02370","A","81","39",NA,"39"
"e02370-A","sample","39.ASV13","ASV13",51,"e02370","A","81","39",NA,"39"
"e02370-A","sample","39.ASV135","ASV135",98,"e02370","A","81","39",NA,"39"
"e02374-A","sample","39.ASV1","ASV1",5567,"e02374","A","360","39",NA,"39"
"e02374-A","sample","39.ASV2","ASV2",7292,"e02374","A","360","39",NA,"39"
"e02374-A","sample","39.ASV3","ASV3",5925,"e02374","A","360","39",NA,"39"
"e02374-A","sample","39.ASV4","ASV4",19618,"e02374","A","360","39",NA,"39"
"e02374-A","sample","39.ASV6","ASV6",3870,"e02374","A","360","39",NA,"39"
"e02374-A","sample","39.ASV8","ASV8",251,"e02374","A","360","39",NA,"39"
"e02374-A","sample","39.ASV11","ASV11",2310,"e02374","A","360","39",NA,"39"
"e02374-A","sample","39.ASV13","ASV13",79,"e02374","A","360","39",NA,"39"
"e02374-A","sample","39.ASV135","ASV135",0,"e02374","A","360","39",NA,"39"
"e02375-A","sample","39.ASV1","ASV1",3413,"e02375","A","8","39",NA,"39"
"e02375-A","sample","39.ASV2","ASV2",5263,"e02375","A","8","39",NA,"39"
"e02375-A","sample","39.ASV3","ASV3",4247,"e02375","A","8","39",NA,"39"
"e02375-A","sample","39.ASV4","ASV4",11981,"e02375","A","8","39",NA,"39"
"e02375-A","sample","39.ASV6","ASV6",2735,"e02375","A","8","39",NA,"39"
"e02375-A","sample","39.ASV8","ASV8",217,"e02375","A","8","39",NA,"39"
"e02375-A","sample","39.ASV11","ASV11",2273,"e02375","A","8","39",NA,"39"
"e02375-A","sample","39.ASV13","ASV13",70,"e02375","A","8","39",NA,"39"
"e02375-A","sample","39.ASV135","ASV135",63,"e02375","A","8","39",NA,"39"
"e02370-B","sample","39.ASV1","ASV1",3669,"e02370","B","81","39",NA,"39"
"e02370-B","sample","39.ASV2","ASV2",5413,"e02370","B","81","39",NA,"39"
"e02370-B","sample","39.ASV3","ASV3",3123,"e02370","B","81","39",NA,"39"
"e02370-B","sample","39.ASV4","ASV4",14517,"e02370","B","81","39",NA,"39"
"e02370-B","sample","39.ASV6","ASV6",2754,"e02370","B","81","39",NA,"39"
"e02370-B","sample","39.ASV8","ASV8",73,"e02370","B","81","39",NA,"39"
"e02370-B","sample","39.ASV11","ASV11",1421,"e02370","B","81","39",NA,"39"
"e02370-B","sample","39.ASV13","ASV13",62,"e02370","B","81","39",NA,"39"
"e02370-B","sample","39.ASV135","ASV135",0,"e02370","B","81","39",NA,"39"
"e02374-B","sample","39.ASV1","ASV1",4783,"e02374","B","360","39",NA,"39"
"e02374-B","sample","39.ASV2","ASV2",5945,"e02374","B","360","39",NA,"39"
"e02374-B","sample","39.ASV3","ASV3",3516,"e02374","B","360","39",NA,"39"
"e02374-B","sample","39.ASV4","ASV4",16164,"e02374","B","360","39",NA,"39"
"e02374-B","sample","39.ASV6","ASV6",2639,"e02374","B","360","39",NA,"39"
"e02374-B","sample","39.ASV8","ASV8",157,"e02374","B","360","39",NA,"39"
"e02374-B","sample","39.ASV11","ASV11",1875,"e02374","B","360","39",NA,"39"
"e02374-B","sample","39.ASV13","ASV13",25,"e02374","B","360","39",NA,"39"
"e02374-B","sample","39.ASV135","ASV135",74,"e02374","B","360","39",NA,"39"
"e02375-B","sample","39.ASV1","ASV1",1836,"e02375","B","8","39",NA,"39"
"e02375-B","sample","39.ASV2","ASV2",2291,"e02375","B","8","39",NA,"39"
"e02375-B","sample","39.ASV3","ASV3",1931,"e02375","B","8","39",NA,"39"
"e02375-B","sample","39.ASV4","ASV4",5454,"e02375","B","8","39",NA,"39"
"e02375-B","sample","39.ASV6","ASV6",1270,"e02375","B","8","39",NA,"39"
"e02375-B","sample","39.ASV8","ASV8",0,"e02375","B","8","39",NA,"39"
"e02375-B","sample","39.ASV11","ASV11",891,"e02375","B","8","39",NA,"39"
"e02375-B","sample","39.ASV13","ASV13",37,"e02375","B","8","39",NA,"39"
"e02375-B","sample","39.ASV135","ASV135",0,"e02375","B","8","39",NA,"39"
"e02370-C","sample","39.ASV1","ASV1",4490,"e02370","C","81","39",NA,"39"
"e02370-C","sample","39.ASV2","ASV2",8001,"e02370","C","81","39",NA,"39"
"e02370-C","sample","39.ASV3","ASV3",4215,"e02370","C","81","39",NA,"39"
"e02370-C","sample","39.ASV4","ASV4",20883,"e02370","C","81","39",NA,"39"
"e02370-C","sample","39.ASV6","ASV6",3424,"e02370","C","81","39",NA,"39"
"e02370-C","sample","39.ASV8","ASV8",0,"e02370","C","81","39",NA,"39"
"e02370-C","sample","39.ASV11","ASV11",2309,"e02370","C","81","39",NA,"39"
"e02370-C","sample","39.ASV13","ASV13",71,"e02370","C","81","39",NA,"39"
"e02370-C","sample","39.ASV135","ASV135",74,"e02370","C","81","39",NA,"39"
"e02374-C","sample","39.ASV1","ASV1",6953,"e02374","C","360","39",NA,"39"
"e02374-C","sample","39.ASV2","ASV2",8110,"e02374","C","360","39",NA,"39"
"e02374-C","sample","39.ASV3","ASV3",3804,"e02374","C","360","39",NA,"39"
"e02374-C","sample","39.ASV4","ASV4",20998,"e02374","C","360","39",NA,"39"
"e02374-C","sample","39.ASV6","ASV6",3891,"e02374","C","360","39",NA,"39"
"e02374-C","sample","39.ASV8","ASV8",180,"e02374","C","360","39",NA,"39"
"e02374-C","sample","39.ASV11","ASV11",1969,"e02374","C","360","39",NA,"39"
"e02374-C","sample","39.ASV13","ASV13",70,"e02374","C","360","39",NA,"39"
"e02374-C","sample","39.ASV135","ASV135",0,"e02374","C","360","39",NA,"39"
"e02375-C","sample","39.ASV1","ASV1",4021,"e02375","C","8","39",NA,"39"
"e02375-C","sample","39.ASV2","ASV2",4209,"e02375","C","8","39",NA,"39"
"e02375-C","sample","39.ASV3","ASV3",2622,"e02375","C","8","39",NA,"39"
"e02375-C","sample","39.ASV4","ASV4",10406,"e02375","C","8","39",NA,"39"
"e02375-C","sample","39.ASV6","ASV6",2152,"e02375","C","8","39",NA,"39"
"e02375-C","sample","39.ASV8","ASV8",99,"e02375","C","8","39",NA,"39"
"e02375-C","sample","39.ASV11","ASV11",2028,"e02375","C","8","39",NA,"39"
"e02375-C","sample","39.ASV13","ASV13",50,"e02375","C","8","39",NA,"39"
"e02375-C","sample","39.ASV135","ASV135",0,"e02375","C","8","39",NA,"39"
"e02450-A","sample","46.ASV1","ASV1",2633,"e02450","A","239","46",NA,"46"
"e02450-A","sample","46.ASV2","ASV2",14874,"e02450","A","239","46",NA,"46"
"e02450-A","sample","46.ASV3","ASV3",3527,"e02450","A","239","46",NA,"46"
"e02450-A","sample","46.ASV13","ASV13",147,"e02450","A","239","46",NA,"46"
"e02452-A","sample","46.ASV1","ASV1",2814,"e02452","A","473","46",NA,"46"
"e02452-A","sample","46.ASV2","ASV2",17869,"e02452","A","473","46",NA,"46"
"e02452-A","sample","46.ASV3","ASV3",4860,"e02452","A","473","46",NA,"46"
"e02452-A","sample","46.ASV13","ASV13",164,"e02452","A","473","46",NA,"46"
"e02453-A","sample","46.ASV1","ASV1",5507,"e02453","A","45","46",NA,"46"
"e02453-A","sample","46.ASV2","ASV2",17326,"e02453","A","45","46",NA,"46"
"e02453-A","sample","46.ASV3","ASV3",4558,"e02453","A","45","46",NA,"46"
"e02453-A","sample","46.ASV13","ASV13",184,"e02453","A","45","46",NA,"46"
"e02450-B","sample","46.ASV1","ASV1",5316,"e02450","B","239","46",NA,"46"
"e02450-B","sample","46.ASV2","ASV2",31138,"e02450","B","239","46",NA,"46"
"e02450-B","sample","46.ASV3","ASV3",6806,"e02450","B","239","46",NA,"46"
"e02450-B","sample","46.ASV13","ASV13",314,"e02450","B","239","46",NA,"46"
"e02452-B","sample","46.ASV1","ASV1",3545,"e02452","B","473","46",NA,"46"
"e02452-B","sample","46.ASV2","ASV2",20379,"e02452","B","473","46",NA,"46"
"e02452-B","sample","46.ASV3","ASV3",4571,"e02452","B","473","46",NA,"46"
"e02452-B","sample","46.ASV13","ASV13",223,"e02452","B","473","46",NA,"46"
"e02453-B","sample","46.ASV1","ASV1",7370,"e02453","B","45","46",NA,"46"
"e02453-B","sample","46.ASV2","ASV2",22556,"e02453","B","45","46",NA,"46"
"e02453-B","sample","46.ASV3","ASV3",5104,"e02453","B","45","46",NA,"46"
"e02453-B","sample","46.ASV13","ASV13",188,"e02453","B","45","46",NA,"46"
"e02450-C","sample","46.ASV1","ASV1",4438,"e02450","C","239","46",NA,"46"
"e02450-C","sample","46.ASV2","ASV2",25608,"e02450","C","239","46",NA,"46"
"e02450-C","sample","46.ASV3","ASV3",4989,"e02450","C","239","46",NA,"46"
"e02450-C","sample","46.ASV13","ASV13",251,"e02450","C","239","46",NA,"46"
"e02452-C","sample","46.ASV1","ASV1",4226,"e02452","C","473","46",NA,"46"
"e02452-C","sample","46.ASV2","ASV2",21858,"e02452","C","473","46",NA,"46"
"e02452-C","sample","46.ASV3","ASV3",5763,"e02452","C","473","46",NA,"46"
"e02452-C","sample","46.ASV13","ASV13",245,"e02452","C","473","46",NA,"46"
"e02453-C","sample","46.ASV1","ASV1",7228,"e02453","C","45","46",NA,"46"
"e02453-C","sample","46.ASV2","ASV2",25367,"e02453","C","45","46",NA,"46"
"e02453-C","sample","46.ASV3","ASV3",6773,"e02453","C","45","46",NA,"46"
"e02453-C","sample","46.ASV13","ASV13",270,"e02453","C","45","46",NA,"46"
"e02459-A","sample","49.ASV2","ASV2",0,"e02459","A","449","49",NA,"49"
"e02459-A","sample","49.ASV3","ASV3",103,"e02459","A","449","49",NA,"49"
"e02459-A","sample","49.ASV4","ASV4",25197,"e02459","A","449","49",NA,"49"
"e02459-A","sample","49.ASV13","ASV13",0,"e02459","A","449","49",NA,"49"
"e02459-A","sample","49.ASV37","ASV37",0,"e02459","A","449","49",NA,"49"
"e02460-A","sample","49.ASV2","ASV2",0,"e02460","A","477","49",NA,"49"
"e02460-A","sample","49.ASV3","ASV3",100,"e02460","A","477","49",NA,"49"
"e02460-A","sample","49.ASV4","ASV4",14729,"e02460","A","477","49",NA,"49"
"e02460-A","sample","49.ASV13","ASV13",0,"e02460","A","477","49",NA,"49"
"e02460-A","sample","49.ASV37","ASV37",0,"e02460","A","477","49",NA,"49"
"e02461-A","sample","49.ASV2","ASV2",165,"e02461","A","319","49",NA,"49"
"e02461-A","sample","49.ASV3","ASV3",1503,"e02461","A","319","49",NA,"49"
"e02461-A","sample","49.ASV4","ASV4",16300,"e02461","A","319","49",NA,"49"
"e02461-A","sample","49.ASV13","ASV13",1,"e02461","A","319","49",NA,"49"
"e02461-A","sample","49.ASV37","ASV37",0,"e02461","A","319","49",NA,"49"
"e02459-B","sample","49.ASV2","ASV2",291,"e02459","B","449","49",NA,"49"
"e02459-B","sample","49.ASV3","ASV3",253,"e02459","B","449","49",NA,"49"
"e02459-B","sample","49.ASV4","ASV4",44608,"e02459","B","449","49",NA,"49"
"e02459-B","sample","49.ASV13","ASV13",0,"e02459","B","449","49",NA,"49"
"e02459-B","sample","49.ASV37","ASV37",662,"e02459","B","449","49",NA,"49"
"e02460-B","sample","49.ASV2","ASV2",0,"e02460","B","477","49",NA,"49"
"e02460-B","sample","49.ASV3","ASV3",8,"e02460","B","477","49",NA,"49"
"e02460-B","sample","49.ASV4","ASV4",31484,"e02460","B","477","49",NA,"49"
"e02460-B","sample","49.ASV13","ASV13",0,"e02460","B","477","49",NA,"49"
"e02460-B","sample","49.ASV37","ASV37",0,"e02460","B","477","49",NA,"49"
"e02461-B","sample","49.ASV2","ASV2",0,"e02461","B","319","49",NA,"49"
"e02461-B","sample","49.ASV3","ASV3",1660,"e02461","B","319","49",NA,"49"
"e02461-B","sample","49.ASV4","ASV4",29787,"e02461","B","319","49",NA,"49"
"e02461-B","sample","49.ASV13","ASV13",0,"e02461","B","319","49",NA,"49"
"e02461-B","sample","49.ASV37","ASV37",0,"e02461","B","319","49",NA,"49"
"e02459-C","sample","49.ASV2","ASV2",3,"e02459","C","449","49",NA,"49"
"e02459-C","sample","49.ASV3","ASV3",84,"e02459","C","449","49",NA,"49"
"e02459-C","sample","49.ASV4","ASV4",44751,"e02459","C","449","49",NA,"49"
"e02459-C","sample","49.ASV13","ASV13",1,"e02459","C","449","49",NA,"49"
"e02459-C","sample","49.ASV37","ASV37",0,"e02459","C","449","49",NA,"49"
"e02460-C","sample","49.ASV2","ASV2",0,"e02460","C","477","49",NA,"49"
"e02460-C","sample","49.ASV3","ASV3",75,"e02460","C","477","49",NA,"49"
"e02460-C","sample","49.ASV4","ASV4",41540,"e02460","C","477","49",NA,"49"
"e02460-C","sample","49.ASV13","ASV13",0,"e02460","C","477","49",NA,"49"
"e02460-C","sample","49.ASV37","ASV37",684,"e02460","C","477","49",NA,"49"
"e02461-C","sample","49.ASV2","ASV2",0,"e02461","C","319","49",NA,"49"
"e02461-C","sample","49.ASV3","ASV3",1631,"e02461","C","319","49",NA,"49"
"e02461-C","sample","49.ASV4","ASV4",36462,"e02461","C","319","49",NA,"49"
"e02461-C","sample","49.ASV13","ASV13",0,"e02461","C","319","49",NA,"49"
"e02461-C","sample","49.ASV37","ASV37",0,"e02461","C","319","49",NA,"49"
"e02473-B","sample","54.ASV1","ASV1",5,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV2","ASV2",2,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV3","ASV3",1212,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV4","ASV4",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV6","ASV6",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV7","ASV7",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV8","ASV8",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV9","ASV9",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV11","ASV11",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV13","ASV13",1,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV14","ASV14",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV16","ASV16",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV17","ASV17",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV19","ASV19",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV20","ASV20",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV22","ASV22",0,"e02473","B","427","54",NA,"54"
"e02473-B","sample","54.ASV23","ASV23",0,"e02473","B","427","54",NA,"54"
